Gene_name,TAM111,TAM112,diff,abs_diff
TraesCS2A02G559200,2,35,-33,33
TraesCS6A02G340400,1,2,-1,1
TraesCS3A02G083700,1,2,-1,1
TraesCS6B02G214200,1,1,0,0
TraesCS1D02G230100,0,1,-1,1
TraesCS3A02G502200,1,1,0,0
TraesCS7B02G225600,0,1,-1,1
TraesCS7B02G112700,0,1,-1,1
TraesCS2B02G257300,2,1,1,1
TraesCS2B02G130700,0,1,-1,1
TraesCS5D02G208300,0,1,-1,1
TraesCS5A02G204600,0,1,-1,1
TraesCS2D02G368500,0,1,-1,1
TraesCS6D02G404600,1,1,0,0
TraesCS5D02G211500,0,1,-1,1
TraesCS3B02G286300,1,0,1,1
TraesCS4D02G046100,3,0,3,3
TraesCS2D02G183600,1,0,1,1
TraesCS3B02G326100,1,0,1,1
TraesCS7A02G294300,0,0,0,0
TraesCS3B02G240300,1,0,1,1
TraesCS4B02G157800,1,0,1,1
TraesCS3B02G367800,0,0,0,0
TraesCS2B02G596500,1,0,1,1
TraesCS6D02G320900,1,0,1,1
TraesCS2D02G599600,1,0,1,1
TraesCS7A02G205300,1,0,1,1
TraesCS7B02G167300,1,0,1,1
TraesCS2A02G176200,1,0,1,1
TraesCS1B02G296800,1,0,1,1
TraesCS1A02G313200,1,0,1,1
TraesCS5A02G060700,1,0,1,1
TraesCS2A02G189500,1,0,1,1
TraesCS5B02G200600,0,0,0,0
TraesCS2A02G239200,1,0,1,1
TraesCS4B02G121400,1,0,1,1
TraesCS4A02G268300,2,0,2,2
TraesCS5A02G278100,1,0,1,1
TraesCS5B02G415900,1,0,1,1
TraesCS4B02G045900,3,0,3,3
TraesCS2B02G202600,1,0,1,1
TraesCS4D02G160300,0,0,0,0
