Gene_name,TAM111,TAM112,diff,abs_diff
TraesCS2D02G191000,0,2,-2,2
TraesCS2B02G391700,0,1,-1,1
TraesCS3D02G397600,0,1,-1,1
TraesCS5B02G051300,1,2,-1,1
TraesCS3B02G401100,0,1,-1,1
TraesCS2A02G374700,0,1,-1,1
TraesCS3D02G141300,0,1,-1,1
TraesCS3D02G362200,0,1,-1,1
TraesCS1D02G044700,0,1,-1,1
TraesCS2B02G490800,0,1,-1,1
TraesCS5B02G322000,0,1,-1,1
TraesCS7B02G394300,0,1,-1,1
TraesCS1B02G122000,0,1,-1,1
TraesCS3B02G436000,0,1,-1,1
TraesCS3A02G402600,0,1,-1,1
TraesCS3D02G266800,0,1,-1,1
TraesCS7B02G204300,0,1,-1,1
TraesCS3B02G332900,0,1,-1,1
TraesCS5B02G386700,0,1,-1,1
TraesCS1B02G308600,0,0,0,0
TraesCS3B02G283800,1,1,0,0
TraesCS2A02G030900,0,0,0,0
TraesCS1A02G363200,1,1,0,0
TraesCS1B02G236100,1,1,0,0
TraesCS2D02G371100,0,0,0,0
TraesCS3D02G299200,0,0,0,0
TraesCS3D02G252800,0,0,0,0
TraesCS5A02G082600,0,0,0,0
TraesCS6D02G336000,1,1,0,0
TraesCS4B02G115200,0,0,0,0
TraesCS3D02G198500,1,1,0,0
TraesCS5D02G430000,0,0,0,0
TraesCS2A02G295100,0,0,0,0
TraesCS3D02G350400,0,0,0,0
TraesCS2D02G564200,1,1,0,0
TraesCS1D02G224400,1,1,0,0
TraesCS5B02G384200,0,0,0,0
TraesCS1A02G220200,0,0,0,0
TraesCS3D02G018800,1,1,0,0
TraesCS7D02G119700,1,0,1,1
TraesCS2B02G003600,1,0,1,1
TraesCS5D02G537300,1,0,1,1
TraesCS1B02G126500,2,1,1,1
TraesCS5A02G357500,1,0,1,1
TraesCS1B02G000800,1,0,1,1
TraesCS3D02G205600,1,0,1,1
TraesCS1D02G292400,1,0,1,1
TraesCS3A02G348200,1,0,1,1
TraesCS3B02G043100,1,0,1,1
TraesCS2B02G221600,2,1,1,1
TraesCS5A02G356400,1,0,1,1
TraesCS5B02G232300,1,0,1,1
TraesCS2B02G112400,1,0,1,1
TraesCS3D02G367700,1,0,1,1
TraesCS3B02G234900,1,0,1,1
TraesCS3B02G601200,1,0,1,1
TraesCS3B02G042600,1,0,1,1
TraesCS2B02G261200,1,0,1,1
TraesCS2B02G389800,1,0,1,1
TraesCS5D02G307200,1,0,1,1
TraesCS7D02G271700,2,0,2,2
TraesCS6D02G383300,3,1,2,2
TraesCS2B02G045200,2,0,2,2
TraesCS5A02G411000,3,0,3,3
TraesCS7A02G499400,5,0,5,5
TraesCS7A02G271400,5,0,5,5
