Gene_name,TAM111,TAM112,diff,abs_diff
TraesCS3D02G018000,0,9,-9,9
TraesCS6B02G291800,0,1,-1,1
TraesCS3B02G340100,0,1,-1,1
TraesCS3A02G032200,0,1,-1,1
TraesCS5D02G238800,0,1,-1,1
TraesCS5B02G322000,0,1,-1,1
TraesCS3A02G112600,0,1,-1,1
TraesCS2B02G411100,0,1,-1,1
TraesCS4D02G165800,0,0,0,0
TraesCS2A02G545700,0,0,0,0
TraesCS6B02G444700,1,1,0,0
TraesCS6D02G386100,1,1,0,0
TraesCS3B02G107300,0,0,0,0
TraesCS3D02G023500,1,1,0,0
TraesCS3D02G309300,0,0,0,0
TraesCS6D02G020500,1,1,0,0
TraesCS2D02G160600,0,0,0,0
TraesCS2D02G250200,0,0,0,0
TraesCS1B02G130900,1,1,0,0
TraesCS5A02G210100,1,1,0,0
TraesCS3A02G528800,0,0,0,0
TraesCS1B02G132800,1,1,0,0
TraesCS3A02G134100,0,0,0,0
TraesCS4D02G355000,0,0,0,0
TraesCS5D02G337200,1,1,0,0
TraesCS6D02G289200,0,0,0,0
TraesCS1B02G149400,1,0,1,1
TraesCS3B02G086400,1,0,1,1
TraesCSU02G045900,2,1,1,1
TraesCS2D02G300900,1,0,1,1
TraesCS6A02G145800,1,0,1,1
TraesCS5A02G027000,1,0,1,1
TraesCS7B02G051400,1,0,1,1
TraesCS5A02G228900,1,0,1,1
TraesCS3B02G266900,1,0,1,1
TraesCS4D02G304300,1,0,1,1
TraesCS6D02G187000,1,0,1,1
TraesCS3B02G572900,2,1,1,1
TraesCS3B02G216800,1,0,1,1
TraesCS3B02G597800,1,0,1,1
TraesCS3B02G601200,1,0,1,1
TraesCS1D02G098400,1,0,1,1
TraesCS2D02G546600,1,0,1,1
TraesCS5B02G329400,1,0,1,1
TraesCS5D02G034700,1,0,1,1
TraesCS2A02G391900,2,0,2,2
TraesCS7D02G149800,2,0,2,2
TraesCS3A02G528900,3,0,3,3
TraesCS2B02G576300,4,0,4,4
TraesCS5D02G440100,10,2,8,8
TraesCS5B02G331600,23,13,10,10
