Gene_name,TAM111,TAM112,diff,abs_diff
TraesCS2B02G446100,0,3,-3,3
TraesCS5D02G321800,2,4,-2,2
TraesCS5B02G386700,0,1,-1,1
TraesCS7B02G394300,0,1,-1,1
TraesCS2A02G309300,0,1,-1,1
TraesCS1D02G044700,0,1,-1,1
TraesCS1B02G148200,0,1,-1,1
TraesCS5B02G051300,1,2,-1,1
TraesCS5A02G114700,0,1,-1,1
TraesCS2A02G295100,0,0,0,0
TraesCS4A02G410700,1,1,0,0
TraesCS2D02G307600,0,0,0,0
TraesCS5D02G124700,1,1,0,0
TraesCS3B02G438000,0,0,0,0
TraesCS3B02G283800,1,1,0,0
TraesCS2B02G486900,0,0,0,0
TraesCS3D02G198500,1,1,0,0
TraesCS2D02G564200,1,1,0,0
TraesCS4A02G193900,1,1,0,0
TraesCS4A02G485300,0,0,0,0
TraesCS5B02G384200,0,0,0,0
TraesCS1D02G224400,1,1,0,0
TraesCS5A02G082600,0,0,0,0
TraesCS4B02G102300,0,0,0,0
TraesCS5A02G315700,0,0,0,0
TraesCS3D02G350400,0,0,0,0
TraesCS1A02G363200,1,1,0,0
TraesCS3D02G434700,0,0,0,0
TraesCS1B02G236100,1,1,0,0
TraesCS1B02G019100,1,1,0,0
TraesCS5D02G430000,0,0,0,0
TraesCS1B02G308600,0,0,0,0
TraesCS5B02G313600,0,0,0,0
TraesCS3D02G252800,0,0,0,0
TraesCS2B02G616900,0,0,0,0
TraesCS7D02G119700,1,0,1,1
TraesCS1B02G152100,1,0,1,1
TraesCS2B02G003600,1,0,1,1
TraesCS5D02G537300,1,0,1,1
TraesCS2B02G261200,1,0,1,1
TraesCS1D02G292400,1,0,1,1
TraesCS2D02G226300,5,4,1,1
TraesCS2D02G567000,1,0,1,1
TraesCS6B02G175300,1,0,1,1
TraesCS1B02G126500,2,1,1,1
TraesCS5B02G232300,1,0,1,1
TraesCS2B02G221600,2,1,1,1
TraesCS3B02G234900,1,0,1,1
TraesCS2A02G064300,1,0,1,1
TraesCS2A02G425800,3,1,2,2
TraesCS3A02G364100,2,0,2,2
TraesCS7A02G499400,5,0,5,5
